Station,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
86338,5/1/2015,7.9,23.1,0,,,NE,28,13:39,11.8,76,,NNE,9,1028,22.7,38,,NNE,15,1023.2
86338,5/2/2015,11.6,22.2,0,,,N,41,11:21,16.8,63,,N,15,1018.9,21.8,49,,NNW,20,1014.6
86338,5/3/2015,9.7,18.2,0,,,SW,17,14:21,13.1,87,, ,Calm,1020.4,17,67,,SW,9,1017.9
86338,5/4/2015,7.5,22.3,0,,,N,56,23:40,9.3,100,,NNE,11,1015.8,22,40,,N,20,1009.6
86338,5/5/2015,9.2,18.1,0.6,,,NNW,59,14:02,14.2,78,,N,19,999.3,16.1,42,,NW,20,1001.4
86338,5/6/2015,9.5,16.2,1.4,,,NNW,43,10:35,12,66,,N,15,1013.3,15.1,63,,NNW,13,1012.5
86338,5/7/2015,10.3,15.6,2.2,,,WNW,39,14:25,11.7,68,,WNW,11,1018.7,14.2,55,,W,20,1018.2
86338,5/8/2015,10.5,15.9,0.2,,,NW,35,10:41,13.2,67,,NNW,15,1019.2,15.2,58,,NNW,19,1016.9
86338,5/9/2015,12.8,18.7,0,,,N,44,20:58,14.5,70,,N,19,1013.7,17.8,55,,NNW,19,1010.2
86338,5/10/2015,12.8,16.6,8.6,,,W,50,14:27,13.8,81,,NW,11,1002.9,14.9,57,,W,17,1004.9
86338,5/11/2015,12.4,15.9,2.6,,,NW,43,0:49,13.7,77,,WSW,15,1011.4,15.6,58,,W,13,1013
86338,5/12/2015,12.8,17.4,0,,,NW,44,12:21,13.2,72,,W,15,1011.7,13.1,57,,WSW,19,1011.5
86338,5/13/2015,6.3,12.8,6.8,,,WSW,35,11:27,7.8,79,,W,13,1022.8,12.2,58,,SSW,11,1024.6
86338,5/14/2015,7.3,14.6,4.4,,,SSW,35,14:26,11.5,80,,W,9,1030.7,13.8,88,,SSW,15,1031
86338,5/15/2015,11.5,14.5,1.8,,,S,28,4:07,12.8,91,,SSW,7,1036.5,13.2,77,,S,13,1035.2
86338,5/16/2015,11.3,16.2,0,,,SSW,19,16:00,12,69,,NNE,9,1037.1,15.6,65,,SW,7,1033.4
86338,5/17/2015,7.4,20.5,0,,,NNW,31,10:46,10.9,83,,NNE,11,1034,20.4,46,,N,9,1031.3
86338,5/18/2015,7.2,20.4,0,,,N,30,12:44,9.9,83,,NNE,9,1030.1,19.7,45,,N,17,1024.2
86338,5/19/2015,9.9,16.2,0,,,N,35,10:15,15.1,62,,NNW,13,1012.6,16,76,,N,15,1008.5
86338,5/20/2015,13.6,18.1,2.4,,,N,39,0:22,16.1,69,,NNW,15,1010.1,16.9,57,,NNW,17,1011.3
86338,5/21/2015,10.3,13.6,6.2,,,S,33,0:36,11.3,84,,SW,6,1023.5,12.4,81,,SSW,7,1023.4
86338,5/22/2015,9.1,14.1,0.4,,,SSW,28,13:49,11.6,85,,SSE,4,1029.6,13.1,67,,S,17,1029.9
86338,5/23/2015,10.4,13.3,0,,,SSW,22,13:38,11.5,66,,SSE,6,1033.4,12.2,67,,SSW,9,1031.7
86338,5/24/2015,6,15.6,0,,,NNW,22,18:43,7.4,90,,SE,2,1032.4,12.7,73,,SSW,9,1029.7
86338,5/25/2015,7.4,17.1,0,,,NNE,24,12:24,10.4,73,,NNE,9,1031.7,16.2,52,,N,11,1028.8
86338,5/26/2015,5.4,15.6,0,,,N,26,14:26,7.9,78,,NNE,11,1029.8,15.5,56,,N,13,1025.2
86338,5/27/2015,7.9,18.7,0,,,N,39,10:30,13.2,67,,N,13,1021,18.1,57,,N,22,1017.6
86338,5/28/2015,13.1,19.7,0,,,N,44,8:27,14.4,78,,N,24,1017.6,19,58,,N,22,1013.6
86338,5/29/2015,9.5,15.8,0,,,NW,31,15:17,12,62,,NNW,13,1021.8,14.9,50,,NW,13,1020.8
86338,5/30/2015,11,17.3,0,,,NNW,43,11:42,12.7,64,,NNW,20,1020.3,16.8,46,,NW,17,1016.1
86338,5/31/2015,12.3,16.8,0,,,S,41,17:58,13.2,67,,N,15,1013.7,13.1,70,,NW,11,1011
